product_id,product_name,category,cost_price
219,Amazon Product 219,Home & Kitchen,100.09
220,Amazon Product 220,Home & Kitchen,203.61
221,Amazon Product 221,Electronics,205.71
222,Amazon Product 222,Beauty,42.22
223,Amazon Product 223,Books,16.78
224,Amazon Product 224,Beauty,251.03
225,Amazon Product 225,Home & Kitchen,236.0
226,Amazon Product 226,Home & Kitchen,185.45
227,Amazon Product 227,Home & Kitchen,185.8
228,Amazon Product 228,Electronics,223.11
229,Amazon Product 229,Home & Kitchen,493.84
230,Amazon Product 230,Fashion,339.02
231,Amazon Product 231,Fashion,225.03
232,Amazon Product 232,Fashion,412.1
233,Amazon Product 233,Electronics,479.05
234,Amazon Product 234,Electronics,207.4
235,Amazon Product 235,Fashion,62.26
236,Amazon Product 236,Electronics,412.19
237,Amazon Product 237,Beauty,467.74
238,Amazon Product 238,Home & Kitchen,112.5
239,Amazon Product 239,Electronics,210.36
240,Amazon Product 240,Electronics,179.75
241,Amazon Product 241,Beauty,54.51
242,Amazon Product 242,Electronics,430.28
243,Amazon Product 243,Beauty,470.59
244,Amazon Product 244,Electronics,470.52
245,Amazon Product 245,Electronics,175.15
246,Amazon Product 246,Books,103.4
247,Amazon Product 247,Electronics,172.83
248,Amazon Product 248,Home & Kitchen,498.91
249,Amazon Product 249,Home & Kitchen,136.79
250,Amazon Product 250,Electronics,264.22
251,Amazon Product 251,Beauty,77.99
252,Amazon Product 252,Beauty,438.33
253,Amazon Product 253,Fashion,75.68
254,Amazon Product 254,Beauty,62.85
255,Amazon Product 255,Home & Kitchen,57.35
256,Amazon Product 256,Beauty,341.85
257,Amazon Product 257,Beauty,408.13
258,Amazon Product 258,Fashion,18.04
259,Amazon Product 259,Home & Kitchen,228.77
260,Amazon Product 260,Fashion,250.51
261,Amazon Product 261,Home & Kitchen,49.85
262,Amazon Product 262,Fashion,149.61
263,Amazon Product 263,Beauty,463.45
264,Amazon Product 264,Fashion,58.94
265,Amazon Product 265,Books,103.21
266,Amazon Product 266,Beauty,426.5
267,Amazon Product 267,Home & Kitchen,93.62
268,Amazon Product 268,Fashion,339.2
269,Amazon Product 269,Beauty,430.26
270,Amazon Product 270,Home & Kitchen,435.8
271,Amazon Product 271,Beauty,361.81
272,Amazon Product 272,Electronics,265.97
273,Amazon Product 273,Books,16.54
274,Amazon Product 274,Home & Kitchen,414.76
275,Amazon Product 275,Books,374.25
276,Amazon Product 276,Fashion,88.24
277,Amazon Product 277,Electronics,450.44
278,Amazon Product 278,Fashion,353.67
279,Amazon Product 279,Books,190.95
280,Amazon Product 280,Fashion,248.13
281,Amazon Product 281,Beauty,180.01
282,Amazon Product 282,Fashion,156.39
283,Amazon Product 283,Beauty,126.0
284,Amazon Product 284,Books,13.31
285,Amazon Product 285,Books,151.86
286,Amazon Product 286,Fashion,478.72
287,Amazon Product 287,Beauty,359.99
288,Amazon Product 288,Fashion,163.21
289,Amazon Product 289,Fashion,266.93
290,Amazon Product 290,Electronics,453.44
291,Amazon Product 291,Electronics,274.02
292,Amazon Product 292,Books,112.49
293,Amazon Product 293,Beauty,14.43
294,Amazon Product 294,Books,482.13
295,Amazon Product 295,Fashion,491.82
296,Amazon Product 296,Books,111.94
297,Amazon Product 297,Fashion,143.23
298,Amazon Product 298,Beauty,495.39
299,Amazon Product 299,Electronics,312.64
300,Amazon Product 300,Fashion,495.51
301,Amazon Product 301,Home & Kitchen,139.55
302,Amazon Product 302,Fashion,339.19
303,Amazon Product 303,Home & Kitchen,129.82
304,Amazon Product 304,Fashion,7.04
305,Amazon Product 305,Electronics,245.43
306,Amazon Product 306,Books,461.04
307,Amazon Product 307,Electronics,258.84
308,Amazon Product 308,Home & Kitchen,412.54
309,Amazon Product 309,Beauty,372.09
310,Amazon Product 310,Home & Kitchen,65.63
311,Amazon Product 311,Home & Kitchen,226.53
312,Amazon Product 312,Beauty,446.96
313,Amazon Product 313,Books,375.31
314,Amazon Product 314,Home & Kitchen,82.05
315,Amazon Product 315,Electronics,326.4
316,Amazon Product 316,Home & Kitchen,48.89
317,Amazon Product 317,Books,148.1
318,Amazon Product 318,Books,307.18
319,Amazon Product 319,Fashion,400.14
320,Amazon Product 320,Fashion,110.49
321,Amazon Product 321,Fashion,132.65
322,Amazon Product 322,Electronics,143.49
323,Amazon Product 323,Beauty,393.48
324,Amazon Product 324,Electronics,43.8
325,Amazon Product 325,Books,65.24
326,Amazon Product 326,Fashion,429.53
327,Amazon Product 327,Beauty,204.29
328,Amazon Product 328,Electronics,430.72
329,Amazon Product 329,Fashion,280.28
330,Amazon Product 330,Beauty,474.12
331,Amazon Product 331,Books,468.16
332,Amazon Product 332,Books,496.93
333,Amazon Product 333,Books,286.8
334,Amazon Product 334,Fashion,265.02
335,Amazon Product 335,Books,35.85
336,Amazon Product 336,Fashion,159.92
337,Amazon Product 337,Home & Kitchen,95.72
338,Amazon Product 338,Fashion,435.67
339,Amazon Product 339,Electronics,113.55
340,Amazon Product 340,Fashion,129.94
341,Amazon Product 341,Beauty,73.79
342,Amazon Product 342,Electronics,161.7
343,Amazon Product 343,Electronics,332.25
344,Amazon Product 344,Beauty,25.77
345,Amazon Product 345,Books,431.64
346,Amazon Product 346,Electronics,64.84
347,Amazon Product 347,Electronics,381.18
348,Amazon Product 348,Fashion,90.88
349,Amazon Product 349,Electronics,347.22
350,Amazon Product 350,Beauty,46.4
351,Amazon Product 351,Beauty,230.61
352,Amazon Product 352,Books,63.58
353,Amazon Product 353,Electronics,448.61
354,Amazon Product 354,Books,404.3
355,Amazon Product 355,Home & Kitchen,50.94
356,Amazon Product 356,Fashion,471.52
357,Amazon Product 357,Home & Kitchen,56.92
358,Amazon Product 358,Fashion,307.39
359,Amazon Product 359,Beauty,11.25
360,Amazon Product 360,Electronics,402.1
361,Amazon Product 361,Beauty,41.9
362,Amazon Product 362,Electronics,157.34
363,Amazon Product 363,Books,108.14
364,Amazon Product 364,Beauty,364.92
365,Amazon Product 365,Electronics,274.14
366,Amazon Product 366,Electronics,367.39
367,Amazon Product 367,Beauty,84.68
368,Amazon Product 368,Fashion,13.04
369,Amazon Product 369,Books,38.51
370,Amazon Product 370,Books,460.3
371,Amazon Product 371,Electronics,127.69
372,Amazon Product 372,Home & Kitchen,475.03
373,Amazon Product 373,Home & Kitchen,27.89
374,Amazon Product 374,Beauty,466.81
375,Amazon Product 375,Beauty,370.87
376,Amazon Product 376,Books,388.69
377,Amazon Product 377,Home & Kitchen,226.8
378,Amazon Product 378,Home & Kitchen,402.85
379,Amazon Product 379,Beauty,356.94
380,Amazon Product 380,Beauty,29.72
381,Amazon Product 381,Electronics,413.51
382,Amazon Product 382,Home & Kitchen,459.94
383,Amazon Product 383,Electronics,443.49
384,Amazon Product 384,Electronics,166.93
385,Amazon Product 385,Fashion,453.97
386,Amazon Product 386,Electronics,240.6
387,Amazon Product 387,Books,170.37
388,Amazon Product 388,Fashion,490.14
389,Amazon Product 389,Fashion,313.11
390,Amazon Product 390,Home & Kitchen,24.22
391,Amazon Product 391,Beauty,416.8
392,Amazon Product 392,Fashion,209.32
393,Amazon Product 393,Home & Kitchen,292.54
394,Amazon Product 394,Electronics,412.23
395,Amazon Product 395,Home & Kitchen,53.2
396,Amazon Product 396,Beauty,148.32
397,Amazon Product 397,Fashion,124.24
398,Amazon Product 398,Home & Kitchen,132.2
399,Amazon Product 399,Electronics,326.29
400,Amazon Product 400,Beauty,409.08
401,Amazon Product 401,Beauty,279.13
402,Amazon Product 402,Books,395.45
403,Amazon Product 403,Fashion,114.09
404,Amazon Product 404,Books,457.43
405,Amazon Product 405,Home & Kitchen,450.58
406,Amazon Product 406,Home & Kitchen,146.1
407,Amazon Product 407,Beauty,490.48
408,Amazon Product 408,Home & Kitchen,61.42
409,Amazon Product 409,Electronics,181.81
410,Amazon Product 410,Electronics,46.89
411,Amazon Product 411,Books,155.38
412,Amazon Product 412,Fashion,302.42
413,Amazon Product 413,Fashion,383.1
414,Amazon Product 414,Beauty,8.05
415,Amazon Product 415,Electronics,29.04
416,Amazon Product 416,Home & Kitchen,125.09
417,Amazon Product 417,Books,101.86
418,Amazon Product 418,Fashion,496.35
419,Amazon Product 419,Home & Kitchen,463.23
420,Amazon Product 420,Beauty,265.74
421,Amazon Product 421,Fashion,89.82
422,Amazon Product 422,Books,359.32
423,Amazon Product 423,Fashion,71.46
424,Amazon Product 424,Books,210.12
425,Amazon Product 425,Beauty,284.08
426,Amazon Product 426,Books,259.16
427,Amazon Product 427,Beauty,317.02
428,Amazon Product 428,Electronics,488.24
429,Amazon Product 429,Home & Kitchen,207.9
430,Amazon Product 430,Home & Kitchen,453.48
431,Amazon Product 431,Electronics,248.02
432,Amazon Product 432,Home & Kitchen,105.96
433,Amazon Product 433,Home & Kitchen,218.93
434,Amazon Product 434,Home & Kitchen,428.13
435,Amazon Product 435,Beauty,494.59
436,Amazon Product 436,Books,428.81
437,Amazon Product 437,Books,364.37
438,Amazon Product 438,Beauty,127.25
439,Amazon Product 439,Fashion,444.14
440,Amazon Product 440,Beauty,331.18
441,Amazon Product 441,Beauty,434.36
442,Amazon Product 442,Home & Kitchen,233.73
443,Amazon Product 443,Beauty,359.87
444,Amazon Product 444,Home & Kitchen,93.99
445,Amazon Product 445,Electronics,15.62
446,Amazon Product 446,Electronics,467.98
447,Amazon Product 447,Home & Kitchen,29.25
448,Amazon Product 448,Fashion,106.35
449,Amazon Product 449,Electronics,53.03
450,Amazon Product 450,Beauty,462.41
451,Amazon Product 451,Home & Kitchen,420.14
452,Amazon Product 452,Books,225.48
453,Amazon Product 453,Electronics,149.41
454,Amazon Product 454,Home & Kitchen,69.42
455,Amazon Product 455,Beauty,18.53
456,Amazon Product 456,Fashion,142.21
457,Amazon Product 457,Fashion,131.7
458,Amazon Product 458,Home & Kitchen,301.01
459,Amazon Product 459,Home & Kitchen,437.82
460,Amazon Product 460,Books,153.08
461,Amazon Product 461,Beauty,199.6
462,Amazon Product 462,Beauty,373.61
463,Amazon Product 463,Books,179.57
464,Amazon Product 464,Home & Kitchen,397.14
465,Amazon Product 465,Books,5.76
466,Amazon Product 466,Electronics,257.66
467,Amazon Product 467,Fashion,237.09
468,Amazon Product 468,Fashion,101.89
469,Amazon Product 469,Electronics,153.77
470,Amazon Product 470,Fashion,352.03
471,Amazon Product 471,Fashion,198.93
472,Amazon Product 472,Electronics,272.45
473,Amazon Product 473,Electronics,72.54
474,Amazon Product 474,Electronics,398.21
475,Amazon Product 475,Electronics,474.7
476,Amazon Product 476,Fashion,348.23
477,Amazon Product 477,Home & Kitchen,133.85
478,Amazon Product 478,Fashion,267.72
479,Amazon Product 479,Home & Kitchen,485.99
480,Amazon Product 480,Beauty,121.93
481,Amazon Product 481,Books,331.44
482,Amazon Product 482,Books,122.49
483,Amazon Product 483,Beauty,204.69
484,Amazon Product 484,Books,71.47
485,Amazon Product 485,Books,359.71
486,Amazon Product 486,Electronics,87.87
487,Amazon Product 487,Home & Kitchen,417.71
488,Amazon Product 488,Books,361.65
489,Amazon Product 489,Fashion,466.1
490,Amazon Product 490,Electronics,300.04
491,Amazon Product 491,Home & Kitchen,12.86
492,Amazon Product 492,Electronics,420.74
493,Amazon Product 493,Electronics,156.91
494,Amazon Product 494,Beauty,233.19
495,Amazon Product 495,Beauty,406.12
496,Amazon Product 496,Beauty,290.81
497,Amazon Product 497,Books,334.47
498,Amazon Product 498,Electronics,58.37
499,Amazon Product 499,Beauty,468.79
500,Amazon Product 500,Beauty,256.99
501,Amazon Product 501,Beauty,235.09
502,Amazon Product 502,Fashion,455.28
503,Amazon Product 503,Beauty,93.26
504,Amazon Product 504,Home & Kitchen,338.15
505,Amazon Product 505,Books,284.3
506,Amazon Product 506,Electronics,310.59
507,Amazon Product 507,Beauty,324.42
508,Amazon Product 508,Electronics,466.29
509,Amazon Product 509,Home & Kitchen,125.31
510,Amazon Product 510,Electronics,217.24
511,Amazon Product 511,Electronics,249.73
512,Amazon Product 512,Home & Kitchen,365.79
513,Amazon Product 513,Fashion,293.98
514,Amazon Product 514,Fashion,468.71
515,Amazon Product 515,Beauty,377.25
516,Amazon Product 516,Fashion,414.71
517,Amazon Product 517,Home & Kitchen,472.58
518,Amazon Product 518,Beauty,390.08
519,Amazon Product 519,Fashion,249.37
520,Amazon Product 520,Books,218.54
521,Amazon Product 521,Beauty,444.6
522,Amazon Product 522,Fashion,236.23
523,Amazon Product 523,Books,41.8
524,Amazon Product 524,Home & Kitchen,110.67
525,Amazon Product 525,Electronics,192.71
526,Amazon Product 526,Beauty,446.58
527,Amazon Product 527,Fashion,367.29
528,Amazon Product 528,Home & Kitchen,373.85
529,Amazon Product 529,Fashion,100.31
530,Amazon Product 530,Home & Kitchen,171.02
531,Amazon Product 531,Books,333.18
532,Amazon Product 532,Home & Kitchen,30.47
533,Amazon Product 533,Home & Kitchen,108.3
534,Amazon Product 534,Fashion,127.52
535,Amazon Product 535,Fashion,471.52
536,Amazon Product 536,Books,222.1
537,Amazon Product 537,Fashion,100.13
538,Amazon Product 538,Electronics,217.41
539,Amazon Product 539,Beauty,400.21
540,Amazon Product 540,Fashion,59.17
541,Amazon Product 541,Electronics,9.28
542,Amazon Product 542,Fashion,186.35
543,Amazon Product 543,Home & Kitchen,238.17
544,Amazon Product 544,Beauty,363.64
545,Amazon Product 545,Fashion,170.14
546,Amazon Product 546,Home & Kitchen,425.44
547,Amazon Product 547,Beauty,365.57
548,Amazon Product 548,Electronics,425.07
549,Amazon Product 549,Books,211.66
550,Amazon Product 550,Fashion,224.62
551,Amazon Product 551,Home & Kitchen,87.91
552,Amazon Product 552,Beauty,359.42
553,Amazon Product 553,Home & Kitchen,452.1
554,Amazon Product 554,Books,391.12
555,Amazon Product 555,Electronics,130.14
556,Amazon Product 556,Fashion,127.17
557,Amazon Product 557,Fashion,295.84
558,Amazon Product 558,Beauty,8.64
559,Amazon Product 559,Beauty,225.73
560,Amazon Product 560,Electronics,322.86
561,Amazon Product 561,Beauty,128.61
562,Amazon Product 562,Home & Kitchen,289.03
563,Amazon Product 563,Fashion,272.2
564,Amazon Product 564,Fashion,257.87
565,Amazon Product 565,Fashion,63.75
566,Amazon Product 566,Electronics,10.92
567,Amazon Product 567,Fashion,439.71
568,Amazon Product 568,Beauty,452.04
569,Amazon Product 569,Books,291.99
570,Amazon Product 570,Beauty,66.63
571,Amazon Product 571,Books,457.45
572,Amazon Product 572,Beauty,109.0
573,Amazon Product 573,Books,346.61
574,Amazon Product 574,Fashion,124.23
575,Amazon Product 575,Home & Kitchen,212.2
576,Amazon Product 576,Home & Kitchen,145.43
577,Amazon Product 577,Electronics,303.96
578,Amazon Product 578,Home & Kitchen,127.46
579,Amazon Product 579,Beauty,25.34
580,Amazon Product 580,Fashion,234.34
581,Amazon Product 581,Fashion,325.5
582,Amazon Product 582,Books,24.8
583,Amazon Product 583,Electronics,197.41
584,Amazon Product 584,Home & Kitchen,474.36
585,Amazon Product 585,Beauty,308.47
586,Amazon Product 586,Fashion,214.65
587,Amazon Product 587,Beauty,401.08
588,Amazon Product 588,Electronics,496.96
589,Amazon Product 589,Home & Kitchen,330.05
590,Amazon Product 590,Fashion,349.1
591,Amazon Product 591,Books,233.49
592,Amazon Product 592,Fashion,347.95
593,Amazon Product 593,Beauty,483.21
594,Amazon Product 594,Beauty,19.65
595,Amazon Product 595,Home & Kitchen,360.76
596,Amazon Product 596,Home & Kitchen,259.18
597,Amazon Product 597,Home & Kitchen,134.27
598,Amazon Product 598,Books,217.46
599,Amazon Product 599,Books,378.18
600,Amazon Product 600,Books,450.95
601,Amazon Product 601,Fashion,388.93
602,Amazon Product 602,Books,382.97
603,Amazon Product 603,Beauty,398.44
604,Amazon Product 604,Beauty,425.8
605,Amazon Product 605,Books,279.28
606,Amazon Product 606,Home & Kitchen,269.95
607,Amazon Product 607,Home & Kitchen,490.43
608,Amazon Product 608,Fashion,321.4
609,Amazon Product 609,Beauty,66.63
610,Amazon Product 610,Fashion,423.25
611,Amazon Product 611,Books,246.79
612,Amazon Product 612,Books,17.62
613,Amazon Product 613,Beauty,382.31
614,Amazon Product 614,Beauty,314.46
615,Amazon Product 615,Electronics,341.89
616,Amazon Product 616,Electronics,51.4
617,Amazon Product 617,Books,463.46
618,Amazon Product 618,Beauty,355.77
619,Amazon Product 619,Fashion,363.3
620,Amazon Product 620,Books,468.42
621,Amazon Product 621,Home & Kitchen,77.45
622,Amazon Product 622,Beauty,121.87
623,Amazon Product 623,Beauty,39.68
624,Amazon Product 624,Electronics,226.68
625,Amazon Product 625,Fashion,250.48
626,Amazon Product 626,Books,395.51
627,Amazon Product 627,Electronics,457.31
628,Amazon Product 628,Books,167.65
629,Amazon Product 629,Books,20.55
630,Amazon Product 630,Books,240.15
631,Amazon Product 631,Books,340.3
632,Amazon Product 632,Electronics,323.26
633,Amazon Product 633,Books,143.31
634,Amazon Product 634,Electronics,288.52
635,Amazon Product 635,Electronics,472.77
636,Amazon Product 636,Books,463.05
637,Amazon Product 637,Beauty,293.83
638,Amazon Product 638,Fashion,452.93
639,Amazon Product 639,Beauty,316.28
640,Amazon Product 640,Home & Kitchen,81.75
641,Amazon Product 641,Electronics,6.02
642,Amazon Product 642,Books,442.75
643,Amazon Product 643,Beauty,124.69
644,Amazon Product 644,Books,350.94
645,Amazon Product 645,Fashion,298.4
646,Amazon Product 646,Books,452.69
647,Amazon Product 647,Electronics,496.51
648,Amazon Product 648,Electronics,434.26
649,Amazon Product 649,Fashion,304.04
650,Amazon Product 650,Electronics,399.3
651,Amazon Product 651,Books,101.62
652,Amazon Product 652,Beauty,361.32
653,Amazon Product 653,Home & Kitchen,52.82
654,Amazon Product 654,Electronics,495.45
655,Amazon Product 655,Home & Kitchen,383.18
656,Amazon Product 656,Fashion,96.36
657,Amazon Product 657,Fashion,386.55
658,Amazon Product 658,Books,196.91
659,Amazon Product 659,Books,497.65
660,Amazon Product 660,Home & Kitchen,292.4
661,Amazon Product 661,Electronics,371.96
662,Amazon Product 662,Electronics,441.76
663,Amazon Product 663,Books,322.73
664,Amazon Product 664,Beauty,121.53
665,Amazon Product 665,Books,288.01
666,Amazon Product 666,Beauty,157.57
667,Amazon Product 667,Beauty,357.5
668,Amazon Product 668,Fashion,499.81
669,Amazon Product 669,Fashion,465.06
670,Amazon Product 670,Beauty,379.76
671,Amazon Product 671,Fashion,61.39
672,Amazon Product 672,Books,494.84
673,Amazon Product 673,Electronics,354.19
674,Amazon Product 674,Electronics,124.62
675,Amazon Product 675,Books,39.69
676,Amazon Product 676,Electronics,267.86
677,Amazon Product 677,Home & Kitchen,336.01
678,Amazon Product 678,Home & Kitchen,240.24
679,Amazon Product 679,Beauty,321.24
680,Amazon Product 680,Electronics,365.84
681,Amazon Product 681,Fashion,440.08
682,Amazon Product 682,Books,146.05
683,Amazon Product 683,Home & Kitchen,30.26
684,Amazon Product 684,Fashion,460.85
685,Amazon Product 685,Fashion,276.68
686,Amazon Product 686,Beauty,159.69
687,Amazon Product 687,Beauty,333.32
688,Amazon Product 688,Electronics,39.31
689,Amazon Product 689,Beauty,150.96
690,Amazon Product 690,Electronics,148.76
691,Amazon Product 691,Books,49.39
692,Amazon Product 692,Fashion,435.06
693,Amazon Product 693,Home & Kitchen,381.29
694,Amazon Product 694,Fashion,117.66
695,Amazon Product 695,Beauty,90.21
696,Amazon Product 696,Books,375.97
697,Amazon Product 697,Books,172.19
698,Amazon Product 698,Fashion,119.41
699,Amazon Product 699,Fashion,267.56
700,Amazon Product 700,Fashion,28.12
701,Amazon Product 701,Fashion,284.73
702,Amazon Product 702,Books,411.06
703,Amazon Product 703,Home & Kitchen,378.49
704,Amazon Product 704,Home & Kitchen,237.39
705,Amazon Product 705,Fashion,127.31
706,Amazon Product 706,Books,68.42
707,Amazon Product 707,Electronics,215.22
708,Amazon Product 708,Books,105.23
709,Amazon Product 709,Beauty,66.03
710,Amazon Product 710,Books,435.0
711,Amazon Product 711,Books,169.33
712,Amazon Product 712,Fashion,337.11
713,Amazon Product 713,Fashion,393.72
714,Amazon Product 714,Beauty,380.15
715,Amazon Product 715,Books,263.88
716,Amazon Product 716,Electronics,54.75
717,Amazon Product 717,Books,35.19
718,Amazon Product 718,Books,347.3
719,Amazon Product 719,Fashion,331.33
720,Amazon Product 720,Home & Kitchen,444.15
721,Amazon Product 721,Books,254.95
722,Amazon Product 722,Beauty,167.85
723,Amazon Product 723,Books,63.76
724,Amazon Product 724,Beauty,413.87
725,Amazon Product 725,Fashion,62.99
726,Amazon Product 726,Electronics,67.6
727,Amazon Product 727,Beauty,319.67
728,Amazon Product 728,Home & Kitchen,210.14
729,Amazon Product 729,Home & Kitchen,254.17
730,Amazon Product 730,Books,311.83
731,Amazon Product 731,Electronics,407.24
732,Amazon Product 732,Home & Kitchen,379.42
733,Amazon Product 733,Fashion,136.91
734,Amazon Product 734,Electronics,193.76
735,Amazon Product 735,Books,56.02
736,Amazon Product 736,Beauty,456.37
737,Amazon Product 737,Books,281.27
738,Amazon Product 738,Home & Kitchen,403.55
739,Amazon Product 739,Fashion,136.98
740,Amazon Product 740,Home & Kitchen,307.89
741,Amazon Product 741,Electronics,207.76
742,Amazon Product 742,Electronics,407.28
743,Amazon Product 743,Fashion,133.46
744,Amazon Product 744,Books,454.98
745,Amazon Product 745,Home & Kitchen,325.56
746,Amazon Product 746,Beauty,489.84
747,Amazon Product 747,Electronics,152.82
748,Amazon Product 748,Electronics,125.65
749,Amazon Product 749,Home & Kitchen,397.57
750,Amazon Product 750,Books,215.37
751,Amazon Product 751,Beauty,468.83
752,Amazon Product 752,Electronics,241.98
753,Amazon Product 753,Fashion,211.18
754,Amazon Product 754,Electronics,221.63
755,Amazon Product 755,Beauty,237.56
756,Amazon Product 756,Home & Kitchen,127.41
757,Amazon Product 757,Home & Kitchen,131.99
758,Amazon Product 758,Books,318.74
759,Amazon Product 759,Fashion,73.49
760,Amazon Product 760,Electronics,443.96
761,Amazon Product 761,Home & Kitchen,250.0
762,Amazon Product 762,Beauty,176.89
763,Amazon Product 763,Electronics,466.71
764,Amazon Product 764,Fashion,272.82
765,Amazon Product 765,Beauty,138.37
766,Amazon Product 766,Fashion,463.19
767,Amazon Product 767,Fashion,75.97
768,Amazon Product 768,Electronics,358.41
769,Amazon Product 769,Fashion,494.84
770,Amazon Product 770,Books,204.87
771,Amazon Product 771,Fashion,152.92
772,Amazon Product 772,Beauty,368.82
773,Amazon Product 773,Home & Kitchen,34.21
774,Amazon Product 774,Fashion,59.22
775,Amazon Product 775,Beauty,398.35
776,Amazon Product 776,Beauty,327.08
777,Amazon Product 777,Beauty,242.11
778,Amazon Product 778,Books,261.81
779,Amazon Product 779,Fashion,380.58
780,Amazon Product 780,Beauty,245.02
781,Amazon Product 781,Fashion,57.72
782,Amazon Product 782,Fashion,114.99
783,Amazon Product 783,Beauty,496.03
784,Amazon Product 784,Electronics,194.53
